paper_id,reviewer,Human_Actionability,Human_Clarity_and_Readability,Human_Comprehensiveness,Human_Constructiveness,Human_Factuality,Human_Fairness,Human_Objectivity,Human_Overall_Quality,Human_Politeness,Human_Relevance_Alignment,Human_Sentiment_Polarity,Human_Usage_of_Technical_Terms,Human_Vagueness,Qwen_Actionability,Qwen_Clarity_and_Readability,Qwen_Comprehensiveness,Qwen_Constructiveness,Qwen_Factuality,Qwen_Fairness,Qwen_Objectivity,Qwen_Overall_Quality,Qwen_Politeness,Qwen_Relevance_Alignment,Qwen_Sentiment_Polarity,Qwen_Usage_of_Technical_Terms,Qwen_Vagueness,Llama_Actionability,Llama_Clarity_and_Readability,Llama_Comprehensiveness,Llama_Constructiveness,Llama_Factuality,Llama_Fairness,Llama_Objectivity,Llama_Overall_Quality,Llama_Politeness,Llama_Relevance_Alignment,Llama_Sentiment_Polarity,Llama_Usage_of_Technical_Terms,Llama_Vagueness,GPT_Actionability,GPT_Clarity_and_Readability,GPT_Comprehensiveness,GPT_Constructiveness,GPT_Factuality,GPT_Fairness,GPT_Objectivity,GPT_Overall_Quality,GPT_Politeness,GPT_Relevance_Alignment,GPT_Sentiment_Polarity,GPT_Usage_of_Technical_Terms,GPT_Vagueness,Phi_Actionability,Phi_Clarity_and_Readability,Phi_Comprehensiveness,Phi_Constructiveness,Phi_Factuality,Phi_Fairness,Phi_Objectivity,Phi_Overall_Quality,Phi_Politeness,Phi_Relevance_Alignment,Phi_Sentiment_Polarity,Phi_Usage_of_Technical_Terms,Phi_Vagueness
102,Reviewer-6dqz,4,4,4,4,factual,4,3,79,polite,4,positive,4,low,4,4,5,5,factual,5,5,88,polite,5,neutral,5,low,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
102,Reviewer-wEPT,4,4,3,4,factual,4,4,85,polite,4,positive,3,low,4,3,4,4,factual,5,5,85,polite,5,positive,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,3,3,4,3,factual,4,4,75,polite,5,positive,4,low,2,2,3,4,partially factual,3,3,65,polite,4,neutral,4,low
102,Reviewer-4kyN,2,4,2,2,factual,3,3,60,polite,4,positive,2,moderate,4,4,4,4,partially factual,4,4,75,polite,5,positive,4,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,3,4,3,3,factual,4,3,70,polite,4,positive,4,low,2,4,3,4,partially factual,3,3,75,polite,4,positive,4,low
170,Sangeeta-Saha,4,4,3,4,factual,4,4,70,polite,4,negative,3,low,5,4,4,5,partially factual,4,5,75,polite,5,negative,5,moderate,2.0,4.0,3.0,3.0,partially factual,3.0,4.0,60.0,polite,4.0,neutral,4.0,low,4,4,4,4,factual,4,4,80,polite,5,neutral,4,low,4,4,3,4,partially factual,3,3,70,neutral,5,negative,4,low
170,J-H-Arias-Castro,4,4,3,4,factual,4,4,70,polite,4,negative,3,low,2,4,3,2,partially factual,3,3,45,impolite,5,negative,5,low,1.0,4.0,3.0,2.0,partially factual,3.0,2.0,60.0,neutral,4.0,negative,4.0,low,2,4,3,2,factual,3,4,60,neutral,4,negative,3,low,2,4,3,3,partially factual,3,3,65,neutral,4,negative,4,low
180,Vivek-Gupta,3,3,3,3,partially factual,3,3,70,polite,4,neutral,3,low,4,4,4,5,factual,5,5,85,polite,5,positive,5,moderate,3.0,5.0,5.0,4.0,factual,5.0,5.0,80.0,polite,5.0,positive,4.0,none,4,5,4,4,factual,4,4,85,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,5,low
82,Reviewer-2f9g,4,5,4,4,factual,4,4,90,polite,4,neutral,4,low,4,5,4,4,partially factual,4,4,85,polite,5,positive,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,3,4,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
82,Reviewer-5dvc,2,4,5,3,factual,3,4,80,polite,4,negative,4,low,4,4,4,4,partially factual,4,4,75,neutral,5,negative,4,low,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,2,2,3,3,partially factual,3,4,65,polite,4,neutral,4,low
82,Reviewer-M73n,1,3,2,3,factual,3,2,60,polite,3,positive,3,high,4,4,4,5,factual,5,5,85,polite,5,positive,5,low,2.0,4.0,4.0,4.0,factual,3.0,4.0,80.0,polite,5.0,positive,5.0,none,3,4,4,3,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,factual,4,4,88,polite,5,positive,5,low
82,Reviewer-NDsr,1,2,1,1,unfactual,3,1,30,polite,1,neutral,1,high,2,4,4,3,partially factual,4,4,65,polite,4,positive,4,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,2,4,3,2,factual,4,3,60,polite,4,positive,4,low,2,4,3,3,partially factual,3,3,70,polite,4,neutral,4,low
82,Reviewer-FMyo,1,3,2,2,partially factual,3,2,55,neutral,3,neutral,3,high,4,3,3,4,factual,4,4,70,polite,4,neutral,4,moderate,2.0,3.0,4.0,3.0,partially factual,4.0,4.0,70.0,polite,5.0,neutral,3.0,low,4,3,4,4,factual,4,4,80,polite,5,neutral,4,low,3,2,3,4,partially factual,3,4,65,polite,4,neutral,4,moderate
153,Kevin-Garey,1,3,2,2,unfactual,3,2,50,neutral,3,positive,1,high,1,3,0,1,factual,2,2,20,neutral,2,neutral,2,extreme,3.0,4.0,4.0,4.0,factual,4.0,5.0,80.0,polite,4.0,neutral,3.0,none,0,0,0,0,factual,0,0,0,neutral,0,positive,0,extreme,0,2,0,0,factual,1,1,20,polite,3,neutral,0,extreme
153,Glen-Tillotson,1,3,2,2,unfactual,3,2,50,neutral,3,positive,1,high,0,0,0,0,unfactual,0,0,0,neutral,0,neutral,0,extreme,3.0,4.0,4.0,4.0,factual,4.0,5.0,80.0,polite,4.0,neutral,3.0,none,0,0,0,0,factual,0,0,0,neutral,0,positive,0,extreme,0,3,0,0,factual,1,1,20,polite,1,neutral,0,extreme
153,Vincent-Young,1,3,2,2,unfactual,3,2,50,neutral,3,positive,1,high,0,1,0,0,factual,0,0,10,neutral,0,neutral,0,extreme,4.0,4.0,4.0,3.0,factual,4.0,5.0,80.0,polite,4.0,neutral,3.0,none,0,0,0,0,factual,0,0,0,neutral,0,positive,0,extreme,0,3,0,0,factual,1,1,20,polite,1,neutral,0,extreme
70,Sarah-Elizabeth-West,3,5,4,2,partially factual,4,4,65,polite,4,positive,3,low,5,4,4,5,factual,5,5,88,polite,5,positive,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,low,4,3,4,4,factual,4,4,80,polite,5,neutral,3,low,3,3,4,4,partially factual,4,4,78,polite,5,neutral,3,low
70,Sabine-Pahl,2,4,3,3,partially factual,3,2,70,neutral,4,neutral,3,low,5,5,4,5,factual,5,5,95,polite,5,neutral,5,none,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,4,5,4,4,factual,4,4,85,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,neutral,3,low
126,Reviewer-qyRc,4,4,5,5,factual,4,4,90,polite,4,neutral,4,none,4,5,5,5,factual,5,5,88,polite,5,neutral,5,none,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,none,4,5,5,4,factual,5,5,90,polite,5,neutral,5,none,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
126,Reviewer-PtAe,5,4,5,5,factual,4,4,95,neutral,4,positive,5,none,5,5,5,5,factual,5,5,95,polite,5,positive,5,low,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,5.0,neutral,3.0,low,4,4,4,4,factual,4,4,85,polite,5,neutral,4,low,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
126,Reviewer-Ub8t,4,5,3,3,factual,5,4,80,polite,4,positive,3,none,4,4,4,4,factual,4,4,85,polite,5,positive,4,moderate,2.0,5.0,4.0,3.0,factual,4.0,4.0,80.0,polite,4.0,neutral,3.0,none,3,4,3,3,factual,4,3,70,polite,4,positive,3,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
126,Reviewer-eWjQ,2,3,2,1,unfactual,3,2,60,neutral,2,positive,2,high,3,4,4,4,5,5,5,85,polite,5,positive,5,moderate,4.0,5.0,5.0,4.0,factual,5.0,5.0,90.0,polite,5.0,positive,4.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,4,low,3,5,4,4,factual,4,4,88,polite,5,positive,5,low
3,Jouni-Tuominen,3,4,3,3,factual,3,4,60,polite,4,positive,4,moderate,4,5,4,4,factual,4,4,85,polite,5,positive,5,low,3.0,4.0,4.0,4.0,factual,4.0,5.0,80.0,polite,4.0,neutral,3.0,none,4,5,5,4,factual,5,5,90,polite,5,positive,5,none,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
3,Katherine-Thornton,3,4,4,3,factual,3,3,70,polite,4,positive,4,low,3,5,4,3,factual,3,4,85,polite,5,positive,5,none,4.0,5.0,5.0,4.0,factual,5.0,5.0,90.0,polite,5.0,positive,4.0,none,1,4,3,1,factual,4,3,60,polite,5,positive,4,low,3,4,4,3,factual,4,4,85,polite,5,positive,3,low
11,Palwinder-Singh,5,4,1,5,partially factual,5,4,55,polite,5,negative,3,none,2,5,4,2,partially factual,5,5,55,neutral,5,negative,5,low,1.0,2.0,2.0,1.0,unfactual,2.0,1.0,20.0,impolite,3.0,negative,3.0,moderate,3,3,4,2,factual,3,4,60,neutral,4,negative,4,low,4,4,4,4,partially factual,3,3,75,neutral,5,negative,4,low
11,Neng-Fisheri-Kurniati,5,4,3,5,factual,5,5,88,polite,5,negative,4,none,5,4,4,5,partially factual,5,5,85,polite,5,neutral,5,low,1.0,4.0,4.0,2.0,partially factual,2.0,2.0,60.0,polite,3.0,neutral,3.0,low,5,4,4,5,factual,4,4,85,polite,5,neutral,4,low,4,4,4,4,partially factual,4,3,85,polite,5,neutral,4,low
155,Paul-Groth,4,5,4,4,factual,4,4,91,polite,5,positive,5,low,4,4,4,4,factual,4,4,85,polite,5,positive,5,moderate,3.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,4.0,neutral,3.0,low,4,5,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
155,Christoph-Lange,2,5,3,2,factual,3,4,78,neutral,4,negative,4,low,4,5,4,4,partially factual,4,4,75,polite,5,negative,5,low,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,60.0,polite,4.0,neutral,3.0,low,4,5,4,4,factual,4,4,85,polite,5,neutral,4,low,3,4,4,4,partially factual,4,3,75,neutral,5,negative,5,low
150,Reviewer-gFqX,4,4,4,4,factual,4,4,80,polite,4,neutral,4,none,4,3,4,4,partially factual,4,4,75,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,partially factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,4,3,4,4,partially factual,3,3,70,polite,4,neutral,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
150,Reviewer-P1f3,4,4,4,3,partially factual,4,3,75,polite,4,neutral,3,none,4,4,4,4,partially factual,4,4,70,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,3,4,4,3,factual,4,4,75,polite,5,neutral,4,low,2,4,3,3,partially factual,3,3,65,polite,4,neutral,4,low
150,Reviewer-ov4k,1,4,3,1,partially factual,3,4,60,neutral,3,neutral,4,low,5,5,4,5,partially factual,5,5,85,polite,5,neutral,5,none,2.0,4.0,3.0,3.0,partially factual,3.0,4.0,60.0,polite,4.0,neutral,4.0,low,3,4,3,3,factual,4,4,70,polite,4,neutral,4,low,3,4,3,4,partially factual,3,4,75,polite,5,neutral,4,low
150,Reviewer-MvTD,2,4,3,3,unfactual,3,3,65,neutral,3,positive,3,low,5,4,4,5,factual,4,4,85,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,70.0,polite,5.0,neutral,3.0,low,4,4,4,4,factual,4,4,80,polite,5,neutral,4,low,3,4,3,4,partially factual,4,3,75,polite,5,neutral,4,low
11,Palwinder-Singh,4,4,3,5,factual,4,4,85,polite,5,negative,4,low,2,5,4,2,partially factual,5,5,55,neutral,5,negative,5,low,1.0,2.0,2.0,1.0,unfactual,2.0,1.0,20.0,impolite,3.0,negative,3.0,moderate,3,3,4,2,factual,3,4,60,neutral,4,negative,4,low,4,4,4,4,partially factual,3,3,75,neutral,5,negative,4,low
11,Neng-Fisheri-Kurniati,3,4,2,2,partially factual,3,2,50,neutral,3,neutral,3,moderate,5,4,4,5,partially factual,5,5,85,polite,5,neutral,5,low,1.0,4.0,4.0,2.0,partially factual,2.0,2.0,60.0,polite,3.0,neutral,3.0,low,5,4,4,5,factual,4,4,85,polite,5,neutral,4,low,4,4,4,4,partially factual,4,3,85,polite,5,neutral,4,low
192,Giorgos-Stoilos,4,4,3,4,factual,3,3,75,neutral,4,negative,4,low,4,3,3,4,partially factual,4,4,65,neutral,4,negative,5,moderate,1.0,3.0,3.0,2.0,partially factual,3.0,2.0,60.0,neutral,4.0,negative,4.0,moderate,3,3,4,3,factual,3,4,70,neutral,5,negative,4,low,3,4,4,4,partially factual,4,3,75,neutral,5,negative,5,low
192,Mirko-Spasić,4,5,5,5,factual,4,4,95,polite,4,negative,5,none,4,4,5,4,factual,4,5,85,neutral,5,negative,5,none,3.0,4.0,3.0,2.0,unfactual,1.0,2.0,60.0,neutral,4.0,negative,4.0,moderate,4,4,5,3,factual,3,4,80,neutral,5,negative,5,none,4,4,4,3,partially factual,2,3,75,neutral,5,negative,5,low
5,Alison-Kutywayo,1,0,3,1,factual,4,4,20,neutral,2,neutral,3,high,4,4,3,4,factual,4,4,75,polite,4,neutral,4,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,70.0,polite,4.0,neutral,3.0,none,4,4,4,4,factual,4,4,80,polite,5,neutral,3,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
117,Reviewer-MDsd,4,4,4,5,factual,4,4,90,polite,4,negative,4,moderate,5,5,4,5,factual,5,5,85,polite,5,neutral,5,moderate,1.0,4.0,4.0,2.0,partially factual,1.0,2.0,60.0,neutral,3.0,negative,3.0,low,4,5,5,3,factual,3,4,75,polite,5,negative,5,low,3,4,4,4,factual,4,4,85,neutral,5,negative,5,low
117,Reviewer-qiBS,4,4,4,4,factual,4,4,85,polite,4,neutral,4,low,5,5,5,5,factual,5,5,88,polite,5,neutral,5,low,2.0,4.0,4.0,4.0,factual,3.0,4.0,80.0,polite,5.0,neutral,5.0,none,4,5,4,4,factual,4,4,85,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
117,Reviewer-7BFv,0,4,3,0,unfactual,4,2,67,polite,2,negative,4,moderate,4,5,4,4,partially factual,4,3,75,neutral,5,negative,5,moderate,1.0,3.0,4.0,2.0,partially factual,2.0,2.0,60.0,polite,4.0,neutral,3.0,low,2,4,3,2,partially factual,3,3,60,neutral,4,negative,4,low,2,4,3,3,partially factual,3,3,60,neutral,4,negative,4,low
63,Reviewer-Qg2K,1,4,2,1,unfactual,4,1,55,neutral,3,negative,4,extreme,5,5,4,5,partially factual,5,5,92,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,partially factual,3.0,4.0,60.0,polite,4.0,neutral,3.0,low,3,4,4,3,factual,4,4,75,polite,5,neutral,4,low,3,4,3,3,partially factual,3,4,75,polite,5,neutral,4,low
63,Reviewer-5S56,0,4,1,0,unfactual,3,1,20,polite,2,positive,0,extreme,2,5,4,4,partially factual,5,5,80,polite,5,neutral,5,none,2.0,5.0,4.0,4.0,factual,3.0,4.0,80.0,polite,5.0,neutral,5.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,4,low,3,4,4,4,partially factual,4,4,85,polite,5,positive,3,low
63,Reviewer-osUg,3,3,3,5,partially factual,3,2,45,polite,4,positive,3,moderate,2,4,4,2,factual,5,5,75,neutral,5,neutral,5,none,2.0,4.0,4.0,3.0,factual,3.0,4.0,70.0,polite,4.0,neutral,3.0,none,2,3,3,2,factual,3,3,60,neutral,4,neutral,4,low,2,4,3,3,factual,3,4,75,polite,5,neutral,4,low
63,Reviewer-Qhf5,1,3,3,2,unfactual,3,1,66,polite,4,positive,3,extreme,5,4,4,5,factual,5,5,88,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,3.0,4.0,80.0,polite,5.0,positive,5.0,none,4,3,4,4,factual,4,4,80,polite,5,neutral,5,low,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
64,Wing-Yin-Mo,5,4,4,5,factual,4,4,85,polite,4,neutral,5,low,4,4,4,4,partially factual,4,4,65,polite,5,negative,5,moderate,1.0,4.0,3.0,2.0,partially factual,3.0,2.0,60.0,polite,4.0,neutral,4.0,low,5,4,5,5,factual,5,5,90,neutral,5,negative,5,low,5,4,4,4,partially factual,4,3,78,neutral,5,negative,5,low
64,Mohammad-Bodrul-Munir,4,4,2,4,factual,3,3,65,polite,4,negative,3,low,4,4,4,4,factual,4,4,75,polite,4,negative,4,moderate,1.0,2.0,2.0,2.0,partially factual,2.0,1.0,40.0,neutral,3.0,negative,3.0,low,4,3,4,3,factual,4,4,70,neutral,5,negative,4,low,4,3,3,3,partially factual,3,3,60,neutral,4,negative,4,low
76,Ghislain-Hachey,4,3,4,4,factual,4,3,80,neutral,4,negative,4,low,4,3,4,4,partially factual,4,4,65,polite,5,neutral,5,low,1.0,4.0,3.0,2.0,partially factual,3.0,2.0,60.0,polite,4.0,neutral,4.0,low,4,3,4,4,partially factual,3,3,70,polite,5,negative,4,low,4,3,3,4,partially factual,3,3,70,polite,4,neutral,4,low
76,Ian-Dickinson,3,5,5,3,factual,5,5,95,polite,5,negative,5,none,4,5,4,4,factual,4,5,85,neutral,5,negative,5,none,1.0,4.0,2.0,2.0,unfactual,2.0,1.0,40.0,neutral,3.0,negative,3.0,moderate,3,5,5,3,factual,4,5,85,neutral,5,negative,5,none,3,4,4,4,factual,3,4,78,neutral,5,negative,5,low
85,Jennifer-Gaddy,5,5,4,5,factual,4,5,85,polite,3,positive,5,low,4,5,4,5,factual,5,5,88,polite,5,positive,5,none,3.0,5.0,5.0,4.0,factual,5.0,5.0,80.0,polite,5.0,positive,4.0,none,4,5,4,4,factual,5,4,85,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
85,Lisa-Hanson,5,5,5,5,factual,4,4,86,neutral,5,neutral,5,low,4,5,4,4,factual,5,5,85,polite,5,positive,5,low,3.0,5.0,5.0,4.0,factual,5.0,5.0,80.0,polite,5.0,positive,4.0,none,4,5,4,4,factual,4,4,85,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
85,Hannah-R-Frost,5,5,5,5,partially factual,2,4,73,polite,5,positive,4,low,5,5,4,5,factual,5,5,95,polite,5,positive,5,low,4.0,5.0,5.0,4.0,factual,5.0,5.0,90.0,polite,5.0,positive,4.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
85,Rosana-Rocha-Barros,5,5,4,4,factual,5,5,90,polite,5,neutral,5,none,4,5,4,4,factual,5,5,85,polite,5,positive,4,low,3.0,5.0,5.0,4.0,factual,5.0,5.0,80.0,polite,5.0,positive,4.0,none,3,4,4,3,factual,5,4,80,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
36,S.G.-Lukosch,1,3,3,1,partially factual,2,3,30,neutral,3,positive,1,low,2,5,5,3,factual,5,5,85,polite,5,positive,5,none,3.0,4.0,4.0,4.0,factual,4.0,5.0,80.0,polite,4.0,positive,3.0,none,2,5,4,2,factual,4,4,75,polite,5,positive,4,low,3,4,4,3,factual,4,4,85,polite,5,positive,3,low
36,Eero-Hyvonen,3,3,4,3,factual,3,3,50,polite,3,positive,2,none,4,4,4,4,factual,4,4,85,polite,5,positive,5,low,3.0,5.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,5.0,none,3,5,4,4,factual,4,4,85,polite,5,positive,4,low,3,4,4,4,factual,4,4,85,polite,5,positive,3,low
36,Prateek-Jain,2,2,1,2,partially factual,1,2,20,neutral,3,positive,1,low,2,4,4,3,partially factual,3,4,75,polite,5,positive,5,low,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,2,4,3,2,factual,4,3,60,polite,4,positive,4,low,2,4,3,3,factual,3,3,75,polite,4,positive,4,low
176,Torsten-Hahmann,4,4,5,4,factual,3,4,88,neutral,4,negative,4,none,5,4,4,5,factual,4,5,85,polite,5,neutral,4,moderate,3.0,4.0,4.0,4.0,factual,4.0,5.0,80.0,polite,4.0,neutral,3.0,low,5,4,5,5,factual,5,5,90,polite,5,positive,5,low,3,3,4,4,factual,4,4,85,polite,5,neutral,3,low
176,Maria-Poveda,3,4,4,3,partially factual,4,3,77,polite,3,neutral,4,low,5,5,5,5,factual,5,5,95,polite,5,neutral,5,low,2.0,4.0,4.0,3.0,partially factual,4.0,4.0,70.0,polite,5.0,neutral,3.0,low,5,5,5,5,factual,5,5,95,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
176,Mathieu-d’Aquin,3,4,3,2,unfactual,3,3,70,neutral,3,negative,4,high,4,4,4,4,factual,4,4,85,polite,5,neutral,5,moderate,2.0,4.0,3.0,3.0,partially factual,3.0,4.0,70.0,polite,4.0,neutral,4.0,low,3,4,4,4,factual,4,4,80,polite,5,neutral,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,3,low
57,Reviewer-Mh63,5,5,4,5,factual,4,4,90,polite,5,positive,5,none,4,5,4,5,factual,5,5,85,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,4.0,neutral,3.0,low,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,positive,5,low
57,Reviewer-1Wzd,4,4,4,4,factual,4,3,80,polite,5,positive,5,low,4,4,4,4,partially factual,4,4,80,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,neutral,3.0,low,3,4,4,3,factual,4,4,75,polite,5,neutral,4,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
57,Reviewer-vD9G,5,5,5,5,factual,4,4,95,polite,5,positive,5,none,4,4,4,4,3,4,4,75,polite,5,neutral,4,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,none,4,5,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,factual,4,4,85,polite,5,neutral,5,low
57,Reviewer-aWLd,4,5,5,4,factual,4,3,90,polite,5,neutral,4,low,5,4,4,5,partially factual,4,5,80,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,factual,4.0,4.0,80.0,polite,4.0,neutral,3.0,none,4,4,4,4,factual,4,4,80,neutral,5,neutral,4,low,4,4,3,4,partially factual,3,3,75,polite,5,neutral,4,low
113,Reviewer-QTwQ,4,4,4,4,factual,3,3,75,neutral,3,negative,4,low,5,4,4,5,5,4,4,85,polite,5,neutral,5,moderate,1.0,4.0,4.0,3.0,partially factual,2.0,2.0,60.0,polite,4.0,neutral,3.0,low,3,3,4,3,factual,4,4,70,neutral,5,negative,4,low,4,4,4,4,partially factual,3,3,78,neutral,5,negative,4,low
113,Reviewer-pJBT,5,4,4,4,factual,4,4,70,neutral,3,positive,4,low,4,4,3,4,partially factual,4,4,75,polite,5,neutral,4,moderate,2.0,5.0,4.0,3.0,factual,4.0,4.0,80.0,polite,4.0,positive,3.0,none,4,4,4,4,factual,4,4,85,polite,5,positive,4,low,3,4,3,4,partially factual,4,4,78,polite,5,neutral,4,low
113,Reviewer-EAMn,4,4,5,4,factual,3,3,70,neutral,4,neutral,4,low,4,4,4,4,partially factual,4,4,85,polite,5,neutral,5,moderate,3.0,4.0,4.0,4.0,partially factual,4.0,4.0,70.0,polite,5.0,positive,3.0,low,5,4,5,5,factual,5,5,90,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
113,Reviewer-YkYx,4,4,3,2,partially factual,3,3,50,neutral,3,positive,3,low,4,4,4,4,partially factual,4,4,75,neutral,5,neutral,5,moderate,2.0,5.0,4.0,3.0,factual,3.0,4.0,80.0,polite,4.0,positive,5.0,none,2,3,3,2,partially factual,3,3,60,neutral,4,neutral,4,moderate,4,4,3,4,partially factual,3,3,75,polite,4,neutral,4,low
113,Reviewer-S9DQ,4,4,5,5,partially factual,3,4,80,polite,4,negative,5,low,5,4,4,5,factual,5,5,85,polite,5,neutral,5,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,80.0,polite,5.0,positive,3.0,low,4,4,4,4,factual,4,4,85,polite,5,neutral,5,low,3,4,4,4,partially factual,4,4,85,polite,5,neutral,5,low
42,Reviewer-qbM5,1,3,2,2,factual,3,2,50,neutral,3,neutral,3,moderate,3,4,4,3,partially factual,4,4,65,neutral,5,negative,5,moderate,1.0,4.0,4.0,2.0,partially factual,1.0,2.0,60.0,neutral,3.0,negative,3.0,low,2,3,3,2,partially factual,3,3,50,neutral,4,negative,4,moderate,2,4,3,3,partially factual,3,3,65,neutral,4,negative,4,low
42,Reviewer-7mQ7,2,4,2,2,factual,3,3,65,neutral,3,positive,2,low,5,5,4,5,partially factual,5,5,95,polite,5,positive,5,moderate,3.0,5.0,4.0,4.0,factual,5.0,4.0,80.0,polite,5.0,positive,5.0,none,4,5,4,4,factual,5,4,85,polite,5,positive,5,low,3,4,4,4,partially factual,4,4,85,polite,5,positive,5,low
42,Reviewer-FwfS,2,4,3,3,factual,4,4,75,neutral,4,neutral,4,low,4,5,5,4,5,5,5,90,polite,5,neutral,5,low,2.0,4.0,5.0,3.0,factual,3.0,4.0,80.0,polite,5.0,neutral,4.0,none,4,5,4,4,factual,4,4,85,polite,5,positive,5,low,3,4,4,4,partially factual,4,4,85,polite,5,positive,5,low
42,Reviewer-GAW7,2,4,3,3,factual,4,3,65,neutral,4,neutral,4,low,5,4,4,5,factual,4,5,85,polite,5,negative,5,moderate,2.0,4.0,4.0,3.0,factual,4.0,4.0,60.0,polite,5.0,neutral,3.0,low,5,3,4,5,factual,4,4,85,polite,5,neutral,4,low,5,3,4,5,factual,4,4,85,polite,5,neutral,3,low
42,Reviewer-X8JD,2,4,4,4,factual,4,4,75,neutral,4,neutral,4,low,4,4,4,4,partially factual,4,4,85,polite,5,neutral,5,moderate,2.0,5.0,5.0,4.0,factual,3.0,4.0,80.0,polite,5.0,positive,4.0,none,3,4,4,3,factual,4,4,80,polite,5,positive,5,low,3,5,4,4,partially factual,4,4,85,polite,5,positive,5,low
42,Reviewer-akFw,2,4,2,2,factual,4,2,55,polite,2,positive,2,moderate,4,5,3,4,partially factual,4,4,85,polite,5,positive,4,moderate,3.0,5.0,5.0,4.0,factual,4.0,4.0,80.0,polite,5.0,positive,4.0,none,3,5,3,3,factual,4,3,75,polite,4,positive,4,low,2,5,3,3,partially factual,4,3,75,polite,5,positive,4,low
